content,score,sentiment
"sebagai pengguna yang jarang komplain, catatan kecil: sebagai seller pemula aku ngerasain. Awalnya aku ragu buat lihat traffic toko, tapi keranjang belanja responsif. aku bisa rekomendasiin ke temen! bjir Cocok juga buat handle paket trial cat air. Di filter spam, audio tidak geser setelah export. Setelah dicoba 18 persen baterai, cukup manusiawi buat pengguna awam. Device: Poco F4, jaringan Tri.",5,positive
"Waktu live malam kemarin, perlu adaptasi sedikit, tapi setelah paham cukup enak, login nggak ribet. kerjanya lebih smooth dari ekspektasi... Setelah dicoba 18 persen baterai, flow-nya nyambung dari awal sampai akhir.",4,positive
"di Madiun, Feedback kecil: dari sisi penonton biasa. Aku cuma mau upload konten kampus, tapi voucher tiba-tiba hilang. aku jadi ragu pakai lagi!! di Bogor Di halaman draft, thumbnail berubah jadi abu-abu. Device: Samsung A05s, jaringan Indihome.",2,negative
"kalau bwt scroll santai, caption otomatis ngawur, feelnya too heavy... jangan cuma tambah fitur baru!! #promo (vivo Y21, Android 10) Masalahnya kerasa pas handle handmade sabun muka. Di menu notifikasi, live replay berhenti di menit awal. Device: iPhone SE, jaringan hotspot teman.",2,negative
"buat jualan kecil-kecilan aku pakai, halaman pesanannya lebih rapi, saldo campaign muncul sesuai nominal, jadi lebih sering kepakai. haha (realme C55, Android 11) Cocok juga buat handle diskon alat tulis. Device: vivo Y36, jaringan 4G.",5,positive
"dari sisi penonton biasa, fitur simpan favorit praktis, pengalaman pakainya lebih santai untuk kebutuhan kecil cukup. via Biznet",5,positive
"sebagai pembeli flash sale, waktu nyari resep singkat, sekali dua kali error, namun setelah restart normal lagi, tracking paket kelihatan jelas. kerjanya lebih smooth dari ekspektasi! di Jakarta versi v32.0.5",5,positive
"wah stabil sekali, lima menit langsung crash, support balasnya template semua. capek sendiri ngulang dari awal!! #creator Masalahnya kerasa pas hanlde bundling mainan sensorik. Setelah dicoba 1.1 GB cache, bug-nya muncul pas lagi ada pembeli.",1,negative
"buat follow kreator edukasi, aplikasi sering force close. produk case hp jadi susah diproses, lama-lama bikin malas buka aplikasinya... Masalahnya kerasa pas handle ready-stock baju bayi. Setelah dicoba 7 hari, flow-nya putus di bagian paling penting.",2,negative
"sebagai admin toko parfum, di Pekanbaru Kota, di hp mid-range pun masih jalan, musik yang disaranin cocok, pengalaman belanja jadi lebih enak! (Infinix Hot 30, Android 11) versi v32.5.5 Di order detail, thumbnail tersimpan tanpa pecah.",5,positive
"sebagai reseller skincare lokal, buat jualan kecil-kecilan aku pakai, live chat customer responsif, workflow konten jadi lebih cepat ini lumayan kerasa? (realme C55, Android 12) Cocok juga buat handle restock sarung tangan motor. Di tab produk, laporan retur bisa diunduh. capee",5,positive
"di jaringan wifi rumah, iklan masih ada, tapi nggak terlalu agresif, fitur jadwal posting kepakai. aku bisa rekomendasiin ke temen. ngl Setelah dicoba 7 hari, lebih sedikit klik daripada sebelumnya.",5,positive
"sebagai pembeli flash sale, di Tebet, buat follow kreator edukasi, voucher akhirnya kebaca. stiker label lebih gampang dikelola, nggak sempurna tapi arahnya bagus. Cocok juga buat handle restock kotak makan. Di for you page, varian warna tidak tertukar. Device: Infinix Hot 30, jaringan Smartfren.",5,positive
"kl dipakai pas jam ramai, harga promo kadang berubah, tapi checkout tetap aman, fitur live seller membantu. rasanya lebih matang dari versi sebelumnya. Cocok juga buat handle travel tripod meja. Device: realme C67, jaringan XL.",4,positive
"sebagai admin toko kecil, update kali ini malah mundur, checkout muter terus, nggak bisa diandalkan pas butuh cepat..... via hotspot teman",2,negative
"sebagai pembuat konten kampus, di Kediri, pengalaman singkat: pas sinyal agak jelek aku tetap coba. Aku cuma mau jualan hijab, tapi notifikasi telat masuk. belum layak disebutstabil! nggak ngide",2,negative
"sebagai admin toko kecil, kesan pertama: gw pakai hampir tiap hari. Aku cuma mau cari review gadget, tapi saldo promosi nggak keupdate. aku jadi ragu pakai lagi... #checkoutmacet",2,negative
"sebagai kreator edukasi kecil, kesan pertama: di mode hemat baterai. Aku cuma mau buat konten affiliate, tapi iklan kebanyakan muncul. ini bikin workflow jadi kacau. aneh bet",1,negative
"pas lagi nunggu bus aku buka, iklan masih ada, tapi nggak terlalu agresif, analytics kreator cukup jelas. fiturnya sederhana tapi kepakai? di Surabaya Cocok juga buat handle ready-stock totebag kanvas. Setelah dicoba jam 11 malam, cukup aman buat dipakai pas campaign kecil.",4,positive
"dari sisi penonton biasa, tombol checkout suka freeze, link produk sering putus, cukup ganggu buat pemakaian harian. Masalahnya kerasa pas handle quick order hair tonic. Di kolom komentar, audio mundur setelah export. Setelah dicoba 4 kali, flow-nya putus di bagian paling penting. Device: iPad lama, jaringan 5G.",1,negative
"kalau buat scroll santai, halaman Seller Center berat, terlalu riskan bwt order penting jangan cuma tambah fitur baru. via Indihome cc CS #checkoutmacet",2,negative
"gue coba selama seminggu, ada bagian yang membaik, tapi masalah utamanya belum selsai. saldo promosi nggak keupdate, ini bug kecil tapi efeknya besar... Masalahnya kerasa pas handle COD ssd eksternal. Di fitur duet, iklan toko susah dipause.",1,negative
"buat cari reveiw barang, voucher akhirnya kebaca, cukup membantu buat pemula ini feedback jujur dari user biasa? bjir di Medan Device: Samsung S20 FE, jaringan Indosat.",4,positive
"pas mobile data dipakai, cache numpuk cepat banget, link produk sering putus, nggak bisa diandalkan pas butuh cepat. Masalahnya kerasa pas handle lokal masker kain. Setelah dicoba 2 jam, susah percaya kalau order lagi ramai.",1,negative
"sebagai seller aksesoris rumahan, catatan kecil: pas lagi nunggu bus aku buka. Awalnya aku ragu buat balas komentar pembeli, tapi fitur simpan favorit praktis. nggak bikin mikir lama. Cocok juga buat handle paket trial ssd eksternal. Setelah dicoba 20 menit, cukup aman buat dipakai pas campaign kecil. Device: Redmi 9A, jarngan hotspot teman.",5,positive
"Tiap habis upload video, fitur live seller membantu, komentar spam turun lumayan, ini salah satu upadte yang benar!? (Samsung A12, Android 11) Cocok juga buat handle preloved bantal leher. Di halaman voucher, thumbnail tersimpan tanpa pecah.",5,positive
"feedback kecil: pas lagi nunggu bus aku buka! Aku cuma mau jualan hijab, tapi video jadi buram setelah diupload. pengalaman pakainya turun jauh... Device: OPPO A54, jaringan Biznet. cape",2,negative
"sebagai affiliate pemula, dari sisi penonton biasa, duet dan stitch jalan mulus, feelnya nice improvement. aku kasih nilai segini dulu... Cocok juga buat handle ukuran kecil totebag kanvas. Di profil toko, kode refrral tidak hilang.",5,positive
"kalau buat scroll santai, musik yang disaranin cocok, arsip live mudah dibuka, cukup aman buat dipakai rutin... #creator (realme 8, Android 10) Cocok juga buat handle eceran ssd eksternal. Di tab produk, preview ongkir muncul lebih awal. aneh bet",5,positive
"buat jualan kecil-kecilan aku pakai, iklan kebanyakan muncul, musik hilang setelah draft dibuka, ini bug kecil tapi efeknya besar. via wifi kos cc tim dev Masalahnya kerasa pas handle lokal lampu belajar. Di riwayat transaksi, kode referral invalid mendadak. Device: iPhone 14, jaringan Tri.",1,negative
"pas lagi nunggu bus aku buka, template editornya gampang dipakai, hasilnya konsisten di hpku nggak semua orang mungkin ngalamin! ngl. #orderaman rada sus",5,positive
"sebagai kurir yang cek order, di Mulyorejo, bagus bngt ya, checkout aja sampai tiga kali gagal, tombol checkout suka freeze. rasanya seperti dipaksa jadi beta tester!! ya Masalahnya kerasa pas handle murah hijab voal. Di halaman voucher, catatan pesanan hilang. Setelah dicoba 4 kali, seller kecil jadi ikut nanggung risiko.",1,negative
"temen kantor nyaranin ini, di hp kentang agak berat, tapi masih bisa dipakai, draft video aman tersimpan. pengalaman pakainya lebih santai. di Surabaya Device: Poco F4, jaringan Smartfren. fix kepakai",4,positive
"sebagai seller mainan anak, laporan user: dari sisi penonton biasa. Aku cuma mau bikin konten musik, tapi support balasnya template semua. problemnya muncul terus meski sudah update! Di pusat bantuan, link produk lepas dari video. Device: vivo Y22, jaringan wifi kos. #feedacak",2,negative
"di Bantul, waktu nyari resep singkat, tombol promosinya gapmang ditemukan, thumbnail nggak pecah, overall cukup worth it... #seller",5,positive
"di Kebayoran, pas lagi nunggu bus aku buka, analytics kreator cukup jelas, feelnya smooth. aku kasih nilai segini dulu? haha Cocok juga buat handle premium sticker pack. Di riwayat transaksi, arsip chat gampang dicari.",3,positive
"di Ujungberung, gue coba selama seminggu, pesanan gagal kebaca, belum layak disebut stabil msalahnya terlalu sering muncul.",1,negative
"Fitur baru banyak, fitur lama malah rusak, tab inbox lama kebuka. pengalaman pakainya turun jauh!! Di dashboard campaign, template balasan customer terkirim mentah. Device: Redmi Note 11, jaringan Smartfren.",1,negative
"review santai: setelah cache dibersihin. Aku cuma mau lihat resep masakan, tapi caption otomatis ngawur. tolong dibenerin dulu sebelum nambah fitur. #tiktokshop Masalahnya kerasa pas handle COD lip tint. rada sus",1,negative
"di Tanjungpinang, Versi kali ini terasa lebih ringan, keranjang belanja responsif, ini update yang kerasa manfaatnya... Cocok juga buat handle travel humidifier kecil. Di fitur duet, stok sisa langsung sinkron. #promolancar",4,positive
"di Pekanbaru Kota, versi kali ini terasa lebih ringan, filter komentar gampang diatur, aku bisa rekomendasiin ke temen! Cocok juga buat handle travel mic clip-on. Di kolom komentar, iklan toko lebih mudah dipause.",4,positive
"di Antapani, Pas sinyal agak jelek aku tetap coba, rekomendasi kreator lokal makin bagus, cukup aman buat dipakai rutin ini feedback jujur dari user biasa? haha Device: Samsung A52, jaringan Smartfren.",4,positive
"dari minggu lalu belum ada perbaikan, fitur duet delay parah, cukup ganggu buat pemakaian harian! Setelah dicoba 600 MB cache, susah percaya kalau order lagi ramai.",3,negative
"buat cari review barang, tombol promosinya gampang ditemukan, catatan pembeli ikut tersimpan, aku lumayan puas!! #FYP Cocok juga buat handle grosir lanyrd kampus. ngadi-ngadi",5,positive
"Kalau buat scroll santai, kontennya banyak, tapi rekomendasinya makin jauh. komentar gagal terkirim, rasanya seperti dipaksa jadi beta tester! Masalahnya kerasa pas handle premium inner ninja. Setelah dicoba 27 persen baterai, ini bukan masalah kosmetik doang.",2,negative
"sebagai seller pemula aku ngerasain, checkout terasa lebih singkat, kerjanya lebih smooth dari ekspektasi mungkin beda di hp lain!! #tiktokshop kok Cocok juga buat handle stok akhir strap masker. Di keranjang, arsip chat gampang dicari. #fypnyambung",4,positive
"sebagai mahasiswa yang jualan sampingan, pas sinyal agak jelek aku tetap coba, rekomendasi kreator lokal makin bagus, ini salah satu update yang benar mungkin beda di hp lain. Di tab produk, arsip chat gampang dicari. enak juga",5,positive
"sebagai pengelola katalog kecil, di Kediri, di hp lama masih aku tes, analytics kreator cukup jelas, feelnya good enough. buat sekarang aku lanjut pakai. Di editor video, link produk tetap nempel di video. #promolancar aman jaya",4,positive
"adik gue sering buka app ini, voucher akhirnya kebaca, fiturnya sederhana tapi kepakai semoga konsisten... ya Setelah dicoba 27 persen baterai, kerasa dipikirin folw-nya.",5,positive
"sebagai pengguna hp mid-range, di Medan Johor, boros baterai ya (iPhone 12, iOS 16) #voucherzonk",2,negative
"Laporan user: pas sinyal agak jelek aku tetap coba. Awalnya aku ragu buat cek harga barang, tapi voucher akhirnya kebaca. workflow konten jadi lebih cepat!! cc kurir Cocok juga buat handle hitam doff kabel type-c. Setelah dicoba jam 6 pagi, flow-nya nyambung dari awal sampai akhir. #orderaman",5,positive
"di akun kedua aku coba juga, keranjang belanja sering kosong sendiri, aku uninstall dulu sementara please fix basic flow dulu! Masalahnya kerasa pas handle limited cover keyboard. Di keranjang, preview ongkir beda saat bayar.",1,negative
"sebagai pemilik akun toko keluarga, di jaringan wifi rumah, hasil search hashtag lebih tepat, ini update yang kerasa manfaatnya semoga konsisten! imo Cocok juga buat handle preloved tripod meja. Di creator tools, iklan toko lebih mudah dipause.",4,positive
"sebagai seller hijab rumahan, catatan kecil: setelah update terakhir aku cek lagi. Aku cuma mau lihat live diskon, tapi cache numpuk cepat banget. support-nya kurang menolong. via 4G Masalahnya kerasa pas handle warna pastel kabel type-c. Di filter spam, kupon toko gagal terpasang. Setelah dicoba 2 jam, bug-nya muncul pas lagi ada pembeli.",2,negative
"kesan pertama: habis login ulang. Awalnya aku ragu bwt liat live diskon, tapi pencarian barang makin relevan. nggak sempurna tapi arahnya bagus... #checkout cc moderator Cocok juga buat handle favorit customer humidifier kecil. #livejualan",5,positive
"review santai: kalau dipakai pas jam ramai. Aku cuma mau jualan aksesoris hp, tapi caption otomatis ngawur. ini bikin workflow jadi kacau!! Masalahnya kerasa pas handle paket hemat ssd eksternal. Setelah dicoba 12 menit, bikin mikir dua kali buat top up campaign. Device: Redmi 12C, jaringan Smartfren.",4,negative
"sebagai orang yang cuma scroll malam, di Gubeng, tiap habis upload video, notifikasi kadang dobel, tapi order tetap masuk, analytics kreator cukup jelas. aku lumayan puas!! Cocok juga buat handle lokal sepatu sekolah. Di editor video, link produk tetap nempel di video. Setelah dicoba 2 kali, cukup aman buat dipakai pas campaign kecil. fix kepakai",5,positive
"sebagai pengguna yang jarang komplain, buat cari tutorial edit video, fitur duet delay parah. produk kabel charger jadi susah diproses, cukup mengecewakan bwt app sebesar ini. Masalahnya kerasa pas handle anti ribet ring light.",1,negative
"review santai: buat lihat live seller lokal. Aku cuma mau mencatat ide konten, tapi notifikasi telat masuk. lebih banyak ganggu daripada bantu. Masalahnya kerasa pas handle paket hemat lampu belajar. Setelah dicoba 3 voucher, UI-nya rapi tapi otaknya lambat. #paketnyangkut",1,negative
"sebagai seller mainan anak, buat balas komentar pembeli, draft video aman tersimpan. buku catatan lebih gampang dikelola, overall cukup worth it! Setelah dicoba 1.1 GB cache, cukup ramah buat hp paas-pasan. #sellerkecil",3,positive
"dari minggu lalu belum ada perbaikan, halaman Seller Center berat, support-nya kurang menolong! wkwk Masalahnya kerasa pas handle grosir parfum roll-on.",2,negative
